Transaction_ID,Date,Category,Sub_Category,Amount,Payment_Mode,Merchant,City,Income_or_Expense
T06424,2025-09-22,Salary,Monthly Salary,37433,Cash,Monthly Salary,Bangalore,Income
T06425,2024-05-15,Freelance,Consulting,32089,Net Banking,Consulting,Mumbai,Income
T06426,2025-11-18,Entertainment,Movie,7423,Cash,Movie,Bangalore,Expense
T06427,2024-04-04,Bills,Water Bill,3540,Card,Water Bill,Bangalore,Expense
T06428,2025-08-23,Salary,Monthly Salary,37150,UPI,Monthly Salary,Delhi,Income
T06429,2025-12-05,Transport,Petrol,1427,UPI,Petrol,Bangalore,Expense
T06430,2025-11-03,Health,Medical,9660,Auto Debit,Medical,Delhi,Expense
T06431,2025-12-24,Shopping,Flipkart,2826,Card,Flipkart,Chennai,Expense
T06432,2024-09-24,Shopping,Flipkart,1811,Card,Flipkart,Chennai,Expense
T06433,2025-04-08,Bills,Water Bill,512,Cash,Water Bill,Hyderabad,Expense
T06434,2025-12-27,Salary,Monthly Salary,34513,Card,Monthly Salary,Delhi,Income
T06435,2024-08-28,Entertainment,OTT Subscription,3201,Cash,OTT Subscription,Mumbai,Expense
T06436,2024-11-25,Health,Pharmacy,7109,Card,Pharmacy,Delhi,Expense
T06437,2025-06-20,Bills,Internet,3386,UPI,Internet,Delhi,Expense
T06438,2024-04-29,Shopping,Clothes,3176,Card,Clothes,Delhi,Expense
T06439,2024-07-19,Salary,Monthly Salary,28652,UPI,Monthly Salary,Hyderabad,Income
T06440,2024-04-27,Investment,Stocks,7028,UPI,Stocks,Bangalore,Expense
T06441,2024-02-08,Food,Swiggy,1815,Cash,Swiggy,Bangalore,Expense
T06442,2024-11-03,Food,Swiggy,5119,UPI,Swiggy,Bangalore,Expense
T06443,2025-05-14,Shopping,Amazon,6483,UPI,Amazon,Bangalore,Expense
T06444,2024-05-02,Investment,SIP,877,Card,SIP,Hyderabad,Expense
T06445,2025-07-15,Freelance,Consulting,57535,Cash,Consulting,Bangalore,Income
T06446,2025-08-10,Food,Zomato,8783,Auto Debit,Zomato,Chennai,Expense
T06447,2025-02-15,Entertainment,OTT Subscription,3523,Auto Debit,OTT Subscription,Delhi,Expense
T06448,2025-11-12,Health,Medical,4485,UPI,Medical,Delhi,Expense
T06449,2024-12-27,Freelance,Project Payment,15702,Card,Project Payment,Chennai,Income
T06450,2024-12-27,Freelance,Consulting,50009,Cash,Consulting,Chennai,Income
T06451,2025-04-12,Shopping,Flipkart,8489,Auto Debit,Flipkart,Mumbai,Expense
T06452,2025-05-12,Bills,Electricity,4173,Card,Electricity,Hyderabad,Expense
T06453,2025-11-30,Bills,Water Bill,4412,UPI,Water Bill,Chennai,Expense
T06454,2025-10-15,Health,Pharmacy,3083,UPI,Pharmacy,Hyderabad,Expense
T06455,2025-11-13,Freelance,Project Payment,14267,Cash,Project Payment,Delhi,Income
T06456,2025-06-30,Transport,Metro,3371,Cash,Metro,Hyderabad,Expense
T06457,2024-05-25,Shopping,Amazon,9658,Card,Amazon,Delhi,Expense
T06458,2024-09-19,Health,Medical,3286,UPI,Medical,Mumbai,Expense
T06459,2025-10-08,Food,Zomato,4994,UPI,Zomato,Mumbai,Expense
T06460,2025-04-03,Salary,Monthly Salary,65426,Auto Debit,Monthly Salary,Hyderabad,Income
T06461,2024-04-26,Entertainment,OTT Subscription,8653,Card,OTT Subscription,Chennai,Expense
T06462,2025-07-31,Investment,SIP,2263,UPI,SIP,Bangalore,Expense
T06463,2024-12-09,Freelance,Consulting,42551,UPI,Consulting,Delhi,Income
T06464,2025-08-28,Food,Restaurant,849,Cash,Restaurant,Hyderabad,Expense
T06465,2025-01-01,Salary,Monthly Salary,23676,Net Banking,Monthly Salary,Chennai,Income
T06466,2024-10-09,Health,Medical,3565,UPI,Medical,Hyderabad,Expense
T06467,2024-09-25,Bills,Internet,4840,Net Banking,Internet,Delhi,Expense
T06468,2025-04-05,Investment,SIP,960,Auto Debit,SIP,Chennai,Expense
T06469,2024-02-02,Freelance,Project Payment,67510,UPI,Project Payment,Bangalore,Income
T06470,2024-10-05,Freelance,Consulting,72483,Cash,Consulting,Mumbai,Income
T06471,2025-06-23,Health,Medical,9222,Auto Debit,Medical,Hyderabad,Expense
T06472,2024-05-18,Salary,Monthly Salary,10266,Card,Monthly Salary,Delhi,Income
T06473,2024-04-17,Entertainment,Movie,7497,Card,Movie,Bangalore,Expense
T06474,2024-07-14,Entertainment,OTT Subscription,3354,Net Banking,OTT Subscription,Bangalore,Expense
T06475,2025-03-31,Salary,Bonus,58604,Card,Bonus,Bangalore,Income
T06476,2025-08-15,Entertainment,Movie,8557,Auto Debit,Movie,Mumbai,Expense
T06477,2024-04-01,Freelance,Consulting,67144,Net Banking,Consulting,Chennai,Income
T06478,2024-08-26,Shopping,Clothes,4807,UPI,Clothes,Mumbai,Expense
T06479,2025-03-01,Investment,Stocks,2179,Card,Stocks,Delhi,Expense
T06480,2025-04-02,Freelance,Consulting,27538,Cash,Consulting,Bangalore,Income
T06481,2024-12-16,Investment,Stocks,3178,Net Banking,Stocks,Hyderabad,Expense
T06482,2024-08-23,Transport,Metro,8084,UPI,Metro,Delhi,Expense
T06483,2025-06-23,Investment,Stocks,1347,Card,Stocks,Bangalore,Expense
T06484,2025-12-15,Salary,Monthly Salary,71829,UPI,Monthly Salary,Mumbai,Income
T06485,2024-12-05,Salary,Monthly Salary,58117,Net Banking,Monthly Salary,Bangalore,Income
T06486,2025-12-27,Shopping,Amazon,4667,Net Banking,Amazon,Mumbai,Expense
T06487,2025-12-25,Salary,Monthly Salary,15551,Auto Debit,Monthly Salary,Chennai,Income
T06488,2025-09-06,Transport,Petrol,1610,UPI,Petrol,Chennai,Expense
T06489,2025-02-16,Health,Medical,3220,UPI,Medical,Chennai,Expense
T06490,2024-01-18,Health,Medical,8259,Auto Debit,Medical,Chennai,Expense
T06491,2025-11-14,Shopping,Amazon,602,Card,Amazon,Chennai,Expense
T06492,2024-01-21,Shopping,Amazon,3512,Card,Amazon,Delhi,Expense
T06493,2024-12-25,Shopping,Clothes,9480,Cash,Clothes,Bangalore,Expense
T06494,2024-03-10,Entertainment,OTT Subscription,3316,UPI,OTT Subscription,Delhi,Expense
T06495,2024-10-31,Entertainment,OTT Subscription,4288,UPI,OTT Subscription,Hyderabad,Expense
T06496,2024-05-30,Health,Pharmacy,2874,Net Banking,Pharmacy,Mumbai,Expense
T06497,2025-03-12,Salary,Bonus,28546,Auto Debit,Bonus,Chennai,Income
T06498,2025-09-26,Bills,Water Bill,836,Auto Debit,Water Bill,Mumbai,Expense
T06499,2025-07-27,Shopping,Clothes,9535,Cash,Clothes,Chennai,Expense
T06500,2024-03-20,Health,Pharmacy,547,Auto Debit,Pharmacy,Chennai,Expense
T06501,2024-06-22,Food,Swiggy,5869,Auto Debit,Swiggy,Chennai,Expense
T06502,2024-04-18,Transport,Petrol,6317,Net Banking,Petrol,Bangalore,Expense
T06503,2024-02-06,Health,Medical,313,Cash,Medical,Mumbai,Expense
T06504,2025-02-14,Shopping,Flipkart,5972,Net Banking,Flipkart,Bangalore,Expense
T06505,2025-09-30,Entertainment,OTT Subscription,6970,Card,OTT Subscription,Mumbai,Expense
T06506,2024-05-17,Salary,Bonus,10577,Card,Bonus,Mumbai,Income
T06507,2025-07-27,Investment,Stocks,5635,Net Banking,Stocks,Hyderabad,Expense
T06508,2024-06-28,Bills,Electricity,4732,Auto Debit,Electricity,Bangalore,Expense
T06509,2024-11-23,Transport,Metro,3886,UPI,Metro,Hyderabad,Expense
T06510,2025-03-24,Bills,Electricity,1815,Cash,Electricity,Bangalore,Expense
T06511,2024-12-07,Investment,Stocks,2729,Auto Debit,Stocks,Hyderabad,Expense
T06512,2024-06-28,Salary,Bonus,55418,Card,Bonus,Delhi,Income
T06513,2025-09-15,Food,Restaurant,1664,Net Banking,Restaurant,Delhi,Expense
T06514,2025-12-22,Transport,Petrol,1740,Cash,Petrol,Bangalore,Expense
T06515,2025-07-11,Salary,Bonus,47018,Card,Bonus,Hyderabad,Income
T06516,2024-06-10,Entertainment,Movie,9983,Cash,Movie,Bangalore,Expense
T06517,2025-12-20,Health,Pharmacy,7875,Card,Pharmacy,Chennai,Expense
T06518,2025-04-18,Entertainment,OTT Subscription,4412,UPI,OTT Subscription,Delhi,Expense
T06519,2024-01-29,Health,Medical,9157,Auto Debit,Medical,Mumbai,Expense
T06520,2025-12-02,Transport,Metro,5089,Auto Debit,Metro,Mumbai,Expense
T06521,2025-10-05,Bills,Water Bill,6871,Cash,Water Bill,Chennai,Expense
T06522,2024-05-31,Investment,SIP,8218,Net Banking,SIP,Delhi,Expense
T06523,2024-11-25,Freelance,Consulting,21071,Net Banking,Consulting,Hyderabad,Income
T06524,2025-06-02,Bills,Internet,4493,Auto Debit,Internet,Chennai,Expense
T06525,2025-02-09,Investment,SIP,1510,Cash,SIP,Hyderabad,Expense
T06526,2024-01-08,Bills,Internet,6137,Net Banking,Internet,Mumbai,Expense
T06527,2025-12-22,Food,Zomato,5057,UPI,Zomato,Bangalore,Expense
T06528,2024-01-17,Investment,Stocks,8699,Cash,Stocks,Bangalore,Expense
T06529,2024-04-21,Bills,Internet,3328,Card,Internet,Mumbai,Expense
T06530,2025-01-07,Health,Pharmacy,4875,Card,Pharmacy,Delhi,Expense
T06531,2025-11-07,Freelance,Project Payment,21898,Net Banking,Project Payment,Chennai,Income
T06532,2024-03-18,Bills,Electricity,2656,Net Banking,Electricity,Mumbai,Expense
T06533,2024-03-25,Food,Zomato,4837,Auto Debit,Zomato,Mumbai,Expense
T06534,2024-02-23,Salary,Bonus,46384,UPI,Bonus,Hyderabad,Income
T06535,2024-07-16,Shopping,Flipkart,5749,Cash,Flipkart,Hyderabad,Expense
T06536,2025-08-02,Salary,Bonus,14632,UPI,Bonus,Mumbai,Income
T06537,2025-07-05,Health,Pharmacy,2678,UPI,Pharmacy,Delhi,Expense
T06538,2025-09-18,Bills,Internet,425,Net Banking,Internet,Mumbai,Expense
T06539,2024-10-06,Health,Pharmacy,8708,Card,Pharmacy,Mumbai,Expense
T06540,2024-04-10,Investment,Stocks,7711,Net Banking,Stocks,Hyderabad,Expense
T06541,2024-03-09,Health,Pharmacy,8610,Cash,Pharmacy,Hyderabad,Expense
T06542,2025-03-09,Shopping,Amazon,3797,Auto Debit,Amazon,Delhi,Expense
T06543,2025-03-02,Investment,Stocks,753,Cash,Stocks,Chennai,Expense
T06544,2025-06-19,Investment,Stocks,8566,Card,Stocks,Bangalore,Expense
T06545,2025-04-19,Freelance,Project Payment,75641,Card,Project Payment,Mumbai,Income
T06546,2024-02-03,Shopping,Flipkart,5199,Auto Debit,Flipkart,Hyderabad,Expense
T06547,2025-06-15,Bills,Electricity,8774,Card,Electricity,Delhi,Expense
T06548,2025-11-05,Shopping,Clothes,9291,Net Banking,Clothes,Delhi,Expense
T06549,2025-10-08,Freelance,Consulting,28249,Net Banking,Consulting,Hyderabad,Income
T06550,2024-11-08,Freelance,Consulting,16323,Cash,Consulting,Mumbai,Income
T06551,2024-08-16,Freelance,Consulting,22371,Net Banking,Consulting,Hyderabad,Income
T06552,2025-05-23,Freelance,Consulting,54855,Cash,Consulting,Hyderabad,Income
T06553,2024-08-25,Bills,Internet,3110,Net Banking,Internet,Mumbai,Expense
T06554,2024-11-30,Bills,Water Bill,4825,UPI,Water Bill,Mumbai,Expense
T06555,2024-12-05,Freelance,Consulting,36554,Cash,Consulting,Mumbai,Income
T06556,2024-06-11,Investment,Stocks,4842,Auto Debit,Stocks,Mumbai,Expense
T06557,2025-05-10,Freelance,Project Payment,74729,Auto Debit,Project Payment,Chennai,Income
T06558,2025-11-10,Entertainment,Movie,8434,Auto Debit,Movie,Bangalore,Expense
T06559,2024-11-03,Salary,Monthly Salary,70971,UPI,Monthly Salary,Hyderabad,Income
T06560,2025-09-07,Salary,Bonus,77492,Card,Bonus,Bangalore,Income
T06561,2024-01-22,Food,Restaurant,7362,Card,Restaurant,Hyderabad,Expense
T06562,2025-03-30,Health,Pharmacy,7124,Card,Pharmacy,Mumbai,Expense
T06563,2024-07-01,Shopping,Flipkart,130,UPI,Flipkart,Chennai,Expense
T06564,2024-10-20,Investment,SIP,3691,UPI,SIP,Delhi,Expense
T06565,2025-07-21,Health,Pharmacy,6909,Net Banking,Pharmacy,Delhi,Expense
T06566,2024-07-02,Freelance,Project Payment,17930,Auto Debit,Project Payment,Delhi,Income
T06567,2024-12-03,Entertainment,OTT Subscription,2928,Card,OTT Subscription,Bangalore,Expense
T06568,2025-07-05,Freelance,Project Payment,31902,Cash,Project Payment,Mumbai,Income
T06569,2025-07-20,Investment,Stocks,8004,Net Banking,Stocks,Delhi,Expense
T06570,2024-08-23,Transport,Uber,8012,UPI,Uber,Delhi,Expense
T06571,2024-02-27,Bills,Water Bill,9350,Cash,Water Bill,Delhi,Expense
T06572,2025-09-01,Freelance,Consulting,45610,Card,Consulting,Bangalore,Income
T06573,2025-08-31,Freelance,Consulting,65911,Net Banking,Consulting,Bangalore,Income
T06574,2025-09-09,Health,Medical,6561,Card,Medical,Chennai,Expense
T06575,2025-09-08,Shopping,Clothes,7667,Net Banking,Clothes,Chennai,Expense
T06576,2025-06-12,Shopping,Amazon,3890,UPI,Amazon,Bangalore,Expense
T06577,2024-01-02,Health,Pharmacy,8736,UPI,Pharmacy,Mumbai,Expense
T06578,2025-08-31,Freelance,Project Payment,21706,Card,Project Payment,Delhi,Income
T06579,2025-03-28,Shopping,Amazon,4283,Auto Debit,Amazon,Hyderabad,Expense
T06580,2025-03-24,Health,Medical,4539,Auto Debit,Medical,Hyderabad,Expense
T06581,2025-11-18,Salary,Monthly Salary,35307,Cash,Monthly Salary,Mumbai,Income
T06582,2025-10-10,Entertainment,OTT Subscription,8346,Cash,OTT Subscription,Mumbai,Expense
T06583,2024-12-03,Transport,Petrol,2625,Net Banking,Petrol,Mumbai,Expense
T06584,2025-12-18,Salary,Bonus,67172,Auto Debit,Bonus,Hyderabad,Income
T06585,2024-11-22,Transport,Metro,5074,Card,Metro,Chennai,Expense
T06586,2025-07-27,Bills,Water Bill,6043,Card,Water Bill,Chennai,Expense
T06587,2025-11-01,Freelance,Consulting,39936,Net Banking,Consulting,Chennai,Income
T06588,2024-05-10,Investment,SIP,2830,Cash,SIP,Delhi,Expense
T06589,2024-08-08,Freelance,Consulting,36963,Auto Debit,Consulting,Chennai,Income
T06590,2025-07-23,Investment,SIP,3567,Net Banking,SIP,Delhi,Expense
T06591,2025-01-11,Shopping,Flipkart,6365,UPI,Flipkart,Bangalore,Expense
T06592,2025-08-06,Health,Pharmacy,5535,UPI,Pharmacy,Mumbai,Expense
T06593,2024-11-28,Entertainment,Movie,1705,Cash,Movie,Bangalore,Expense
T06594,2025-02-07,Bills,Electricity,3934,Net Banking,Electricity,Chennai,Expense
T06595,2024-08-11,Health,Medical,7553,Auto Debit,Medical,Chennai,Expense
T06596,2024-07-09,Freelance,Consulting,35898,Card,Consulting,Bangalore,Income
T06597,2025-04-06,Health,Medical,6188,Cash,Medical,Bangalore,Expense
T06598,2024-08-02,Bills,Electricity,4167,Card,Electricity,Delhi,Expense
T06599,2025-08-18,Freelance,Project Payment,51192,Auto Debit,Project Payment,Delhi,Income
T06600,2024-03-11,Shopping,Amazon,3053,Auto Debit,Amazon,Mumbai,Expense
T06601,2025-07-10,Food,Zomato,6582,Cash,Zomato,Bangalore,Expense
T06602,2025-06-08,Transport,Uber,4511,Card,Uber,Delhi,Expense
T06603,2025-10-03,Transport,Metro,6802,Card,Metro,Chennai,Expense
T06604,2025-08-17,Shopping,Flipkart,8433,Card,Flipkart,Bangalore,Expense
T06605,2024-05-09,Health,Pharmacy,3987,Auto Debit,Pharmacy,Delhi,Expense
T06606,2024-04-08,Shopping,Flipkart,8232,Auto Debit,Flipkart,Mumbai,Expense
T06607,2025-09-11,Food,Restaurant,1701,Net Banking,Restaurant,Bangalore,Expense
T06608,2025-11-09,Salary,Bonus,12585,UPI,Bonus,Delhi,Income
T06609,2024-05-05,Investment,SIP,3075,Card,SIP,Delhi,Expense
T06610,2024-03-26,Freelance,Project Payment,47043,Card,Project Payment,Bangalore,Income
T06611,2024-02-11,Salary,Bonus,76193,Cash,Bonus,Delhi,Income
T06612,2025-04-13,Shopping,Clothes,9083,Auto Debit,Clothes,Chennai,Expense
T06613,2024-03-12,Freelance,Project Payment,23304,Net Banking,Project Payment,Mumbai,Income
T06614,2024-02-03,Shopping,Flipkart,397,Cash,Flipkart,Mumbai,Expense
T06615,2024-11-14,Salary,Monthly Salary,15739,Net Banking,Monthly Salary,Mumbai,Income
T06616,2025-10-03,Shopping,Flipkart,5377,UPI,Flipkart,Mumbai,Expense
T06617,2024-01-29,Food,Restaurant,8459,Cash,Restaurant,Mumbai,Expense
T06618,2024-10-02,Shopping,Flipkart,9734,Card,Flipkart,Mumbai,Expense
T06619,2025-03-27,Entertainment,Movie,8316,Card,Movie,Chennai,Expense
T06620,2024-10-04,Shopping,Amazon,5748,Auto Debit,Amazon,Chennai,Expense
T06621,2025-10-08,Food,Swiggy,6222,Auto Debit,Swiggy,Mumbai,Expense
T06622,2025-11-19,Health,Pharmacy,8645,Card,Pharmacy,Chennai,Expense
T06623,2025-11-27,Health,Medical,6961,UPI,Medical,Chennai,Expense
T06624,2024-01-24,Entertainment,Movie,1172,Card,Movie,Delhi,Expense
T06625,2025-10-07,Entertainment,Movie,2041,Cash,Movie,Mumbai,Expense
T06626,2024-04-29,Entertainment,OTT Subscription,3091,UPI,OTT Subscription,Delhi,Expense
T06627,2024-01-12,Transport,Metro,1943,Net Banking,Metro,Chennai,Expense
T06628,2025-03-06,Shopping,Amazon,7225,Card,Amazon,Hyderabad,Expense
T06629,2025-02-21,Bills,Electricity,5999,Card,Electricity,Delhi,Expense
T06630,2025-02-25,Investment,Stocks,5624,Auto Debit,Stocks,Delhi,Expense
T06631,2024-02-23,Shopping,Clothes,4151,Card,Clothes,Mumbai,Expense
T06632,2025-08-07,Investment,SIP,6367,Net Banking,SIP,Chennai,Expense
T06633,2024-04-28,Freelance,Project Payment,46450,Cash,Project Payment,Bangalore,Income
T06634,2024-02-11,Freelance,Project Payment,26782,Card,Project Payment,Bangalore,Income
T06635,2024-03-12,Bills,Internet,7359,Net Banking,Internet,Bangalore,Expense
T06636,2024-08-23,Bills,Electricity,7770,Net Banking,Electricity,Mumbai,Expense
T06637,2025-03-16,Shopping,Clothes,3804,Card,Clothes,Mumbai,Expense
T06638,2025-05-08,Investment,SIP,2806,UPI,SIP,Mumbai,Expense
T06639,2024-07-18,Salary,Bonus,21736,Card,Bonus,Bangalore,Income
T06640,2025-05-08,Food,Groceries,8324,Cash,Groceries,Delhi,Expense
T06641,2025-09-02,Salary,Bonus,49644,Card,Bonus,Delhi,Income
T06642,2025-08-10,Salary,Bonus,57915,Net Banking,Bonus,Hyderabad,Income
T06643,2024-05-18,Food,Swiggy,8091,Net Banking,Swiggy,Chennai,Expense
T06644,2024-08-10,Freelance,Consulting,55101,UPI,Consulting,Chennai,Income
T06645,2024-08-06,Shopping,Flipkart,9718,Auto Debit,Flipkart,Hyderabad,Expense
T06646,2025-01-09,Investment,Stocks,463,Auto Debit,Stocks,Chennai,Expense
T06647,2024-05-02,Bills,Water Bill,9599,Auto Debit,Water Bill,Chennai,Expense
T06648,2025-11-03,Salary,Bonus,34621,Cash,Bonus,Bangalore,Income
T06649,2024-06-29,Freelance,Consulting,50436,Net Banking,Consulting,Chennai,Income
T06650,2025-12-22,Transport,Metro,9531,Net Banking,Metro,Hyderabad,Expense
T06651,2024-11-14,Salary,Bonus,75874,Cash,Bonus,Mumbai,Income
T06652,2024-09-28,Freelance,Consulting,33979,Cash,Consulting,Bangalore,Income
T06653,2024-05-19,Freelance,Project Payment,57641,UPI,Project Payment,Mumbai,Income
T06654,2025-03-29,Investment,Stocks,1717,Net Banking,Stocks,Bangalore,Expense
T06655,2024-10-22,Freelance,Project Payment,69380,Net Banking,Project Payment,Chennai,Income
T06656,2025-07-13,Transport,Uber,6165,Auto Debit,Uber,Delhi,Expense
T06657,2024-03-19,Food,Restaurant,2352,Auto Debit,Restaurant,Bangalore,Expense
T06658,2024-08-15,Food,Restaurant,5742,Card,Restaurant,Hyderabad,Expense
T06659,2025-11-23,Salary,Bonus,30495,Auto Debit,Bonus,Hyderabad,Income
T06660,2024-02-09,Shopping,Flipkart,7138,Cash,Flipkart,Hyderabad,Expense
T06661,2025-03-12,Health,Pharmacy,5358,Net Banking,Pharmacy,Mumbai,Expense
T06662,2025-04-14,Food,Groceries,3929,Cash,Groceries,Delhi,Expense
T06663,2024-08-05,Investment,Stocks,8946,Net Banking,Stocks,Hyderabad,Expense
T06664,2024-01-03,Entertainment,Movie,2952,Cash,Movie,Mumbai,Expense
T06665,2024-04-20,Shopping,Clothes,103,Card,Clothes,Mumbai,Expense
T06666,2024-06-24,Salary,Monthly Salary,40406,UPI,Monthly Salary,Hyderabad,Income
T06667,2025-05-23,Entertainment,OTT Subscription,4849,Card,OTT Subscription,Mumbai,Expense
T06668,2025-11-18,Entertainment,OTT Subscription,4360,UPI,OTT Subscription,Delhi,Expense
T06669,2025-01-24,Salary,Bonus,77188,UPI,Bonus,Hyderabad,Income
T06670,2025-05-23,Health,Medical,9345,Card,Medical,Chennai,Expense
T06671,2025-03-21,Food,Restaurant,9137,Net Banking,Restaurant,Hyderabad,Expense
T06672,2025-08-15,Transport,Petrol,6283,UPI,Petrol,Delhi,Expense
T06673,2024-04-18,Entertainment,Movie,7952,UPI,Movie,Mumbai,Expense
T06674,2024-09-13,Freelance,Consulting,64637,Net Banking,Consulting,Mumbai,Income
T06675,2024-07-11,Food,Swiggy,2697,UPI,Swiggy,Chennai,Expense
T06676,2024-07-20,Shopping,Clothes,4682,Cash,Clothes,Chennai,Expense
T06677,2025-02-24,Bills,Water Bill,9852,Card,Water Bill,Delhi,Expense
T06678,2024-08-07,Transport,Uber,2820,Auto Debit,Uber,Delhi,Expense
T06679,2024-08-26,Shopping,Flipkart,2692,Net Banking,Flipkart,Mumbai,Expense
T06680,2025-05-20,Shopping,Flipkart,380,Cash,Flipkart,Bangalore,Expense
T06681,2024-07-12,Health,Pharmacy,453,Auto Debit,Pharmacy,Bangalore,Expense
T06682,2025-06-30,Investment,Stocks,2463,Cash,Stocks,Chennai,Expense
T06683,2024-01-11,Salary,Monthly Salary,33159,UPI,Monthly Salary,Bangalore,Income
T06684,2024-01-15,Shopping,Amazon,6976,UPI,Amazon,Hyderabad,Expense
T06685,2024-08-26,Investment,Stocks,8172,Auto Debit,Stocks,Chennai,Expense
T06686,2024-06-15,Investment,SIP,5263,Auto Debit,SIP,Bangalore,Expense
T06687,2025-09-13,Salary,Monthly Salary,64749,Net Banking,Monthly Salary,Chennai,Income
T06688,2024-06-04,Investment,SIP,624,Card,SIP,Mumbai,Expense
T06689,2025-12-27,Bills,Water Bill,7604,UPI,Water Bill,Chennai,Expense
T06690,2024-07-02,Salary,Monthly Salary,74077,Cash,Monthly Salary,Bangalore,Income
T06691,2024-03-27,Investment,SIP,9833,UPI,SIP,Chennai,Expense
T06692,2025-09-27,Salary,Monthly Salary,51541,Card,Monthly Salary,Delhi,Income
T06693,2024-01-12,Bills,Internet,2341,Net Banking,Internet,Mumbai,Expense
T06694,2024-09-06,Transport,Petrol,9064,Cash,Petrol,Bangalore,Expense
T06695,2025-02-28,Food,Swiggy,1839,Net Banking,Swiggy,Hyderabad,Expense
T06696,2024-11-20,Bills,Water Bill,9870,Card,Water Bill,Mumbai,Expense
T06697,2024-07-12,Health,Pharmacy,9446,Card,Pharmacy,Chennai,Expense
T06698,2025-09-18,Health,Pharmacy,2579,Card,Pharmacy,Delhi,Expense
T06699,2025-01-25,Health,Pharmacy,1911,UPI,Pharmacy,Mumbai,Expense
T06700,2025-02-02,Shopping,Amazon,1076,UPI,Amazon,Chennai,Expense
T06701,2024-05-12,Investment,Stocks,6841,Cash,Stocks,Chennai,Expense
T06702,2025-09-24,Shopping,Flipkart,4868,Cash,Flipkart,Delhi,Expense
T06703,2024-07-06,Transport,Uber,1892,Cash,Uber,Chennai,Expense
T06704,2024-07-24,Shopping,Clothes,5531,Auto Debit,Clothes,Delhi,Expense
T06705,2024-04-04,Food,Restaurant,8008,Net Banking,Restaurant,Delhi,Expense
T06706,2024-03-01,Transport,Uber,2748,Net Banking,Uber,Bangalore,Expense
T06707,2025-09-14,Bills,Electricity,7465,Card,Electricity,Delhi,Expense
T06708,2025-03-18,Transport,Uber,3163,Cash,Uber,Bangalore,Expense
T06709,2025-02-19,Food,Groceries,2377,Net Banking,Groceries,Bangalore,Expense
T06710,2024-12-21,Health,Medical,1303,Auto Debit,Medical,Bangalore,Expense
T06711,2024-07-01,Freelance,Consulting,61893,Card,Consulting,Hyderabad,Income
T06712,2024-08-07,Food,Swiggy,3346,Net Banking,Swiggy,Hyderabad,Expense
T06713,2024-12-18,Bills,Internet,7651,UPI,Internet,Chennai,Expense
T06714,2024-08-28,Freelance,Project Payment,76711,Auto Debit,Project Payment,Mumbai,Income
T06715,2024-12-08,Health,Pharmacy,2332,Net Banking,Pharmacy,Mumbai,Expense
T06716,2024-08-19,Investment,Stocks,7753,Cash,Stocks,Hyderabad,Expense
T06717,2025-12-30,Entertainment,Movie,7862,UPI,Movie,Hyderabad,Expense
T06718,2025-04-16,Health,Medical,2206,Auto Debit,Medical,Chennai,Expense
T06719,2025-03-06,Salary,Bonus,33145,UPI,Bonus,Bangalore,Income
T06720,2024-08-28,Shopping,Clothes,1253,UPI,Clothes,Hyderabad,Expense
T06721,2024-09-28,Investment,SIP,9294,Card,SIP,Hyderabad,Expense
T06722,2025-12-05,Investment,SIP,8203,Auto Debit,SIP,Chennai,Expense
T06723,2025-09-20,Freelance,Consulting,47498,UPI,Consulting,Chennai,Income
T06724,2025-12-04,Freelance,Consulting,27647,Auto Debit,Consulting,Bangalore,Income
T06725,2024-08-18,Shopping,Flipkart,2979,Card,Flipkart,Bangalore,Expense
T06726,2025-04-14,Transport,Petrol,9406,Card,Petrol,Delhi,Expense
T06727,2024-07-19,Food,Swiggy,7611,UPI,Swiggy,Chennai,Expense
T06728,2024-08-03,Freelance,Consulting,66975,Card,Consulting,Mumbai,Income
T06729,2025-03-29,Shopping,Amazon,7085,Net Banking,Amazon,Hyderabad,Expense
T06730,2025-01-21,Freelance,Consulting,57136,Cash,Consulting,Chennai,Income
T06731,2024-02-09,Salary,Monthly Salary,56039,UPI,Monthly Salary,Bangalore,Income
T06732,2025-03-11,Transport,Metro,2022,Card,Metro,Delhi,Expense
T06733,2025-12-23,Investment,Stocks,7260,UPI,Stocks,Mumbai,Expense
T06734,2025-05-02,Shopping,Amazon,5255,Auto Debit,Amazon,Delhi,Expense
T06735,2024-10-08,Shopping,Amazon,3944,Auto Debit,Amazon,Chennai,Expense
T06736,2025-01-02,Shopping,Flipkart,2146,Net Banking,Flipkart,Delhi,Expense
T06737,2025-11-03,Bills,Internet,2774,UPI,Internet,Bangalore,Expense
T06738,2025-09-13,Investment,Stocks,3070,Net Banking,Stocks,Delhi,Expense
T06739,2024-02-15,Bills,Electricity,6949,Cash,Electricity,Mumbai,Expense
T06740,2025-02-17,Shopping,Clothes,821,Auto Debit,Clothes,Bangalore,Expense
T06741,2024-07-09,Transport,Uber,1938,Card,Uber,Mumbai,Expense
T06742,2025-11-01,Salary,Bonus,66829,Card,Bonus,Bangalore,Income
T06743,2025-04-30,Shopping,Flipkart,9373,Cash,Flipkart,Mumbai,Expense
T06744,2024-11-11,Shopping,Clothes,2719,Cash,Clothes,Bangalore,Expense
T06745,2025-09-11,Investment,Stocks,2321,UPI,Stocks,Delhi,Expense
